"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"11/05/2020","6.525","6.700","6.725","6.525","6,01M","-1,51%"
"08/05/2020","6.625","6.600","6.700","6.500","9,17M","1,92%"
"06/05/2020","6.500","6.525","6.650","6.450","4,65M","-0,38%"
"05/05/2020","6.525","6.700","6.700","6.525","4,47M","-1,14%"
"04/05/2020","6.600","6.500","6.725","6.325","10,89M","1,15%"
"30/04/2020","6.525","6.675","6.800","6.525","10,00M","-2,25%"
"29/04/2020","6.675","6.500","6.725","6.475","10,00M","3,09%"
"28/04/2020","6.475","6.300","6.525","6.300","6,78M","2,78%"
"27/04/2020","6.300","6.450","6.475","6.275","4,30M","-0,40%"
"24/04/2020","6.325","6.525","6.575","6.300","7,32M","-3,07%"
"23/04/2020","6.525","6.400","6.575","6.300","10,05M","3,57%"
"22/04/2020","6.300","6.200","6.450","6.175","9,01M","0,40%"
"21/04/2020","6.275","6.200","6.400","6.175","6,47M","0,80%"
"20/04/2020","6.225","6.250","6.425","6.175","8,95M","-0,40%"
"17/04/2020","6.250","6.200","6.300","6.075","11,21M","3,31%"
"16/04/2020","6.050","6.400","6.400","6.050","13,44M","-5,84%"
"15/04/2020","6.425","6.500","6.550","6.375","12,52M","-0,39%"
"14/04/2020","6.450","6.400","6.550","6.400","7,46M","0,78%"
"13/04/2020","6.400","6.400","6.475","6.300","6,01M","0,39%"
"09/04/2020","6.375","6.250","6.500","6.200","10,66M","2,00%"
"08/04/2020","6.250","6.525","6.525","6.125","12,76M","-4,21%"
"07/04/2020","6.525","6.750","6.875","6.450","14,20M","-2,97%"
"06/04/2020","6.725","6.700","6.850","6.600","12,46M","1,89%"
"03/04/2020","6.600","6.925","6.925","6.475","12,29M","-2,94%"
"02/04/2020","6.800","6.100","6.875","6.050","12,75M","7,09%"
"01/04/2020","6.350","6.350","6.550","6.275","16,00M","0,00%"
"31/03/2020","6.350","6.550","6.825","6.350","23,83M","0,00%"
"30/03/2020","6.350","6.550","6.550","6.325","10,48M","-6,62%"
"27/03/2020","6.800","6.050","6.800","6.050","26,79M","13,81%"
"26/03/2020","5.975","5.350","6.050","5.250","22,19M","18,32%"
"24/03/2020","5.050","5.350","5.600","5.000","16,41M","-5,61%"
"23/03/2020","5.350","5.750","5.750","5.350","7,77M","-6,96%"
"20/03/2020","5.750","5.650","6.025","5.275","31,47M","1,77%"
"19/03/2020","5.650","6.000","6.000","5.650","5,99M","-7,00%"
"18/03/2020","6.075","6.250","6.300","5.900","9,85M","-0,82%"
"17/03/2020","6.125","6.425","6.500","6.000","11,76M","-4,67%"
"16/03/2020","6.425","6.900","7.000","6.425","13,69M","-6,88%"
"13/03/2020","6.900","6.550","7.250","6.200","21,04M","3,76%"
"12/03/2020","6.650","6.700","6.750","6.525","7,29M","-2,21%"
"11/03/2020","6.800","6.750","6.800","6.525","5,83M","0,74%"
"10/03/2020","6.750","6.375","6.900","6.375","10,17M","5,88%"
"09/03/2020","6.375","6.650","6.800","6.350","10,55M","-8,27%"
"06/03/2020","6.950","7.150","7.150","6.950","5,74M","-3,47%"
"05/03/2020","7.200","7.250","7.300","7.125","4,04M","0,35%"
"04/03/2020","7.175","7.100","7.250","7.050","8,99M","0,70%"
"03/03/2020","7.125","6.700","7.275","6.700","8,92M","6,74%"
"02/03/2020","6.675","6.600","6.975","6.500","14,02M","2,69%"
"28/02/2020","6.500","6.700","6.700","6.375","13,28M","-5,80%"
"27/02/2020","6.900","7.050","7.175","6.800","5,44M","-1,78%"
"26/02/2020","7.025","7.200","7.275","7.000","9,43M","-2,77%"
"25/02/2020","7.225","7.200","7.300","7.100","6,13M","0,35%"
"24/02/2020","7.200","7.000","7.225","7.000","6,97M","0,00%"
"21/02/2020","7.200","7.300","7.325","7.125","6,99M","-1,37%"
"20/02/2020","7.300","7.100","7.375","7.050","10,62M","3,55%"
"19/02/2020","7.050","7.150","7.175","7.000","5,25M","-0,70%"
"18/02/2020","7.100","7.100","7.175","7.100","5,89M","-0,70%"
"17/02/2020","7.150","7.100","7.200","7.100","3,34M","0,00%"
"14/02/2020","7.150","7.025","7.200","7.025","4,84M","2,14%"
"13/02/2020","7.000","7.000","7.125","6.875","11,58M","0,00%"
"12/02/2020","7.000","7.600","7.600","6.925","25,89M","-8,79%"
"11/02/2020","7.675","7.825","7.825","7.650","7,95M","-0,97%"
"10/02/2020","7.750","7.850","7.850","7.725","4,00M","-1,27%"
"07/02/2020","7.850","7.675","7.875","7.675","4,83M","1,95%"
"06/02/2020","7.700","7.800","7.850","7.700","4,35M","-0,65%"
"05/02/2020","7.750","7.750","7.775","7.725","5,38M","0,00%"
"04/02/2020","7.750","7.700","7.800","7.700","5,25M","0,98%"
"03/02/2020","7.675","7.725","7.750","7.600","6,49M","-1,92%"
"31/01/2020","7.825","7.950","7.950","7.800","10,19M","-0,95%"
"30/01/2020","7.900","7.975","8.025","7.900","4,87M","-0,32%"
"29/01/2020","7.925","8.075","8.125","7.900","3,67M","-2,46%"
"28/01/2020","8.125","8.100","8.175","7.925","5,37M","0,00%"
"27/01/2020","8.125","8.175","8.250","8.100","4,16M","-0,91%"
"24/01/2020","8.200","8.075","8.250","8.075","2,38M","0,61%"
"23/01/2020","8.150","8.125","8.175","8.100","4,75M","1,24%"
"22/01/2020","8.050","8.125","8.275","8.050","8,11M","-2,42%"
"21/01/2020","8.250","8.200","8.275","8.150","12,01M","0,00%"
"20/01/2020","8.250","8.250","8.275","8.225","11,31M","0,00%"
"17/01/2020","8.250","8.175","8.250","8.150","7,38M","0,92%"
"16/01/2020","8.175","8.050","8.175","8.025","7,23M","1,55%"
"15/01/2020","8.050","8.175","8.300","8.000","13,12M","-0,92%"
"14/01/2020","8.125","8.125","8.175","8.075","6,55M","-0,31%"
"13/01/2020","8.150","8.175","8.225","8.100","5,18M","-1,21%"
"10/01/2020","8.250","8.250","8.250","8.200","6,47M","0,00%"
"09/01/2020","8.250","8.250","8.250","8.175","5,89M","0,30%"
"08/01/2020","8.225","8.150","8.225","8.100","7,76M","0,30%"
"07/01/2020","8.200","8.000","8.200","7.975","7,51M","2,50%"
"06/01/2020","8.000","7.900","8.025","7.875","5,14M","-0,31%"
"03/01/2020","8.025","7.975","8.025","7.950","7,68M","0,63%"
"02/01/2020","7.975","7.925","8.000","7.825","5,26M","0,63%"
